,image,caption,contest_number,rank,from_description,image_description,image_location,image_uncanny_description,explanation,questions
287,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=667x629 at 0x12BF8FBB0>,Sorry about your garage. We're having him declawed tomorrow.,438,winner,"scene: living room description: A man is sitting on his couch watching TV. A cat is looking in the window. uncanny: The cat in the window is a giant cat. entities: Beer, Cat. caption: Sorry about your garage. We're having him declawed tomorrow.",A man is sitting on his couch watching TV. A cat is looking in the window.,living room,The cat in the window is a giant cat.,"People often declaw their cats to make them less good at scratching: this person's cat is enormous and destroyed a garage. It's funny for two reasons: 1) it's not clear that declawing a giant cat would have saved the garage, so the remedy isn't meaningful; and 2) the man is very nonchalant about his pet wreaking havoc in his neighborhood.",['Why is the cat so big?']
288,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x206 at 0x12BF8FD60>,Could you order me a B.L.T. on whole wheat with a side of carrion?,136,finalist,,,,,,
289,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x206 at 0x12BF8FD60>,"Miss Withers, has my doctor phoned with my test results?",136,bad,,,,,,
290,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x508 at 0x12BF8F730>,"Don't worry, the polls show it will miss us.",551,finalist,,,,,,
291,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x508 at 0x12BF8F730>,The hands are small but the wave is huge.,551,bad,,,,,,
292,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=669x563 at 0x12BF3C1F0>,Is he doing the macarena?,315,bad,,,,,,
293,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=669x563 at 0x12BF3C1F0>,Must be the pesticides.,315,finalist,,,,,,
294,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x476 at 0x12BF3C580>,We can take turns holding it if you want.,521,bad,,,,,,
295,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x476 at 0x12BF3C580>,I doubled my contribution to PBS.,521,finalist,,,,,,
296,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=460x410 at 0x12BF3C130>,"Roger, everything reminds you of sex.",363,finalist,,,,,,
297,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=460x410 at 0x12BF3C130>,All we're missing is the giant yellow arrow.,363,bad,,,,,,
298,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=684x489 at 0x12BF3C3A0>,"Well mister, looks like this is your last hee-haw.",233,bad,,,,,,
299,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=684x489 at 0x12BF3C3A0>,Is this a bad time to talk about refinancing our loan?,233,finalist,,,,,,
300,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x447 at 0x12BF3C5B0>,"I like the effects of gin, but not the taste.",573,bad,,,,,,
301,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x447 at 0x12BF3C5B0>,I was just transferred to the fraternity ward.,573,finalist,,,,,,
302,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x645 at 0x12BF3C700>,look in the kitchen,717,bad,,,,,,
303,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x645 at 0x12BF3C700>,But they don't allow dogs?,717,finalist,,,,,,
304,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=709x498 at 0x12BF3C4F0>,I'm starting to hate your bucket list.,362,finalist,,,,,,
305,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=709x498 at 0x12BF3C4F0>,"Still voting Republican, Karl?",362,bad,,,,,,
306,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12BF3C7C0>,Please tell me that was your car I just backed into.,314,finalist,,,,,,
307,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x321 at 0x12BF3C7C0>,They can never go where everyone knows their name.,314,bad,,,,,,
308,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x508 at 0x12BF3C040>,He was deemed a flight risk.,467,finalist,,,,,,
309,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x508 at 0x12BF3C040>,Yes I know why she sings.,467,bad,,,,,,
310,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=507x502 at 0x12BF3C6D0>,"Not only can't you lose it, but the dog can't take it either.",414,bad,,,,,,
311,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=507x502 at 0x12BF3C6D0>,There's actually a guy in here who will change the channels for you.,414,finalist,,,,,,
312,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x605 at 0x12BF3C970>,BWA HA HA HA HA! Wait until he finds out that there's no connection to the Yellow line.,697,bad,,,,,,
313,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x605 at 0x12BF3C970>,Transfer to the F train and that'll take you right to the ocean. Then jump in that.,697,finalist,,,,,,
314,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12BF3CAF0>,Ethnic cleansing is getting scarier then ever!,586,bad,,,,,,
315,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x464 at 0x12BF3CAF0>,"Finally, an identifiable flying object.",586,finalist,,,,,,
316,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x280 at 0x12BF3CD60>,I warned you not to bid on the boa that didn't have a photo.,35,bad,,,,,,
317,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x280 at 0x12BF3CD60>,You see what happens when you carry rats in your purse?,35,finalist,,,,,,
318,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x196 at 0x12BF3CBB0>,"Nothing great, he tasted just like chicken.",139,bad,,,,,,
319,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x196 at 0x12BF3CBB0>,I still have room for a second opinion.,139,finalist,,,,,,
320,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x674 at 0x12BF3CE50>,Yes I'd call this a sticky situation Kevin.,685,bad,,,,,,
321,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x674 at 0x12BF3CE50>,I think we're O.K.—honey doesn't go bad.,685,finalist,,,,,,
322,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x288 at 0x12BF3CB20>,"Last thing I remember, the guy said ‘Pick a number.’",6,finalist,,,,,,
323,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x288 at 0x12BF3CB20>,I'm on the accounting department's Spirit Committee.,6,bad,,,,,,
324,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x567 at 0x12BF3CFA0>,How long can we maintain this balance of power?,729,finalist,,,,,,
325,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x567 at 0x12BF3CFA0>,I think this hammock would be perfect in the dungeon.,729,bad,,,,,,
326,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12BF3CE80>,Am I high or are you high?,721,bad,,,,,,
327,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12BF3CE80>,I'm starting to regret that haircut.,721,winner,"scene: a sandbox description: Two people are playing in a sandbox. They've built a giant tower. uncanny: There couldn't have been enough sand in the sandbox to build that. entities: Sand_art_and_play, Fence. caption: I'm starting to regret that haircut.",Two people are playing in a sandbox. They've built a giant tower.,a sandbox,There couldn't have been enough sand in the sandbox to build that.,"A reference to the fairy tale Rapunzel: in that story the princess invites a prince she loves to join her in her inaccessible tower by lowering her hair, and the hair acts as a ladder for the prince. But here, the girl in the top of the tower has just gotten a haircut, so she can't lower her hair for the boy to climb, and she is stuck in the tower alone.",['How did they build it so high?']
328,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x258 at 0x12BF3D030>,He's the lifeguard during high tide.,114,winner,"scene: a beach description: A woman is standing on the beach. In front of her are two lifeguard chairs. uncanny: The tower on one of the chairs is so high it's lost in the clouds. entities: Lifeguard_tower, Height, Tall. caption: He's the lifeguard during high tide.",A woman is standing on the beach. In front of her are two lifeguard chairs.,a beach,The tower on one of the chairs is so high it's lost in the clouds.,"A humorous explanation for why a life guard would need to be on a tower that tall; the tides on this beach apparently fluctuate unrealistically significantly, i.e., by tens of feet. While such an extreme tide change would be dangerous, in this odd beach/town, they still find it reasonable to have a life guard who oversees leisure activities even at high tide, which is a funny set of priorities.",['Why is the tower so tall?']
329,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x258 at 0x12BF3D030>,"It's not the size, it's how you use it.",114,bad,,,,,,
330,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=750x583 at 0x12BF3D540>,Am I in the running?,430,finalist,,,,,,
331,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=750x583 at 0x12BF3D540>,You made WHAT?!,430,bad,,,,,,
332,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BF3D1B0>,You're in luck. A slot for you just opened up in our kitchen.,695,winner,"scene: a reservation booth description: A toast is making a reservation at a fancy restaurant. The waiter is listening to what the toast is saying. uncanny: Toasts do not make reservations at restaurants. They are food. entities: Toast_(food), Anthropomorphism. caption: You're in luck. A slot for you just opened up in our kitchen.",A toast is making a reservation at a fancy restaurant. The waiter is listening to what the toast is saying.,a reservation booth,Toasts do not make reservations at restaurants. They are food.,"A play on the word ""slot"" --- for employment, a ""slot opening up"" would figuratively refer to a job opening that a candidate could fill. But here, the candidate is a piece of bread, and the ""slot"" is a literal slot, as in a vertical toaster.",['Why is the toast making a restaurant reservation?']
333,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x676 at 0x12BF3D1B0>,"Next, after he turns around, we'll hear from the other side.",695,bad,,,,,,
334,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x476 at 0x12BF3D240>,It was a gift from Mr. Trump.,521,bad,,,,,,
335,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x476 at 0x12BF3D240>,Check to see if it's still raining.,521,winner,"scene: the sidewalk description: A couple is walking in the rain. The man is carrying a huge umbrella that dwarfs both of them. uncanny: The man's umbrella is absurdly huge. entities: Umbrella, Rain. caption: Check to see if it's still raining.",A couple is walking in the rain. The man is carrying a huge umbrella that dwarfs both of them.,the sidewalk,The man's umbrella is absurdly huge.,"The umbrella is so big that the people holding it can't tell if it's raining or not because they are physically so far from the edge of the umbrella, which would make it hard to see that far.","[""Why is the man's umbrella so huge?""]"
336,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BF3D120>,"Remarkably, Bob's fear of flying was cured after a single session.",212,bad,,,,,,
337,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BF3D120>,What do you mean time's up? I just put another quarter in.,212,finalist,,,,,,
338,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x541 at 0x12BF3D300>,I hope you at least had some congressional funding.,746,bad,,,,,,
339,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x541 at 0x12BF3D300>,Just as I thought. There's nothing going on upstairs.,746,finalist,,,,,,
340,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=674x532 at 0x12BF3D510>,"Yes, I can play Far Far Away.",390,bad,,,,,,
341,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=674x532 at 0x12BF3D510>,Something romantic?,390,finalist,,,,,,
342,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x728 at 0x12BF3D330>,So now we know what the 'FIRE' button does.,709,finalist,,,,,,
343,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x728 at 0x12BF3D330>,I'm sorry this meeting is only for senior faculty.,709,bad,,,,,,
344,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=432x310 at 0x12BF3D6C0>,"Frankly, I saw no need for a Plan B.",409,bad,,,,,,
345,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=432x310 at 0x12BF3D6C0>,Oh my gosh--he IS a canary!,409,finalist,,,,,,
346,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x257 at 0x12BF3D4B0>,I find some of these law suits quite empty.,37,bad,,,,,,
347,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x257 at 0x12BF3D4B0>,"Are you now, or have you ever been?",37,winner,"scene: a courtroom description: Three members of congress are sitting in a courtroom together and one of them seems to be speaking into his microphone. Down below them is a desk and seat. In the seat is just an empty suit and shoes with no person inside. uncanny: The members of congress are speaking to an empty suit rather than a man. entities: Hearing_(law), Invisibility, Accountability. caption: Are you now, or have you ever been?",Three members of congress are sitting in a courtroom together and one of them seems to be speaking into his microphone. Down below them is a desk and seat. In the seat is just an empty suit and shoes with no person inside.,a courtroom,The members of congress are speaking to an empty suit rather than a man.,"A meta joke about interrogating someone who doesn't exist. Usually, ""Are you now, or have you ever been ..."" is followed by a concrete detail, e.g., ""involved with the victim?"" or ""financially tied to the company?"" But here, the person being interrogated doesn't exist, and so the question is complete, and turns into a philosophical question about the nature of existence, instead of a benign factual question.","['Why are they speaking to a pile of clothing?', 'What happened to the man in the suit?']"
348,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12BF3D7B0>,"Two weeks ago, this was not considered torture.",177,finalist,,,,,,
349,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12BF3D7B0>,Gentlemen. The proof is in the pudding.,177,bad,,,,,,
350,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=328x268 at 0x12BF3D7E0>,"O.K., send him in. But this goes against the Geneva conventions.",44,finalist,,,,,,
351,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=328x268 at 0x12BF3D7E0>,OK! Remember! Big gestures! Point at your heart and cry!,44,bad,,,,,,
352,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x645 at 0x12BF3D8D0>,He is an emotional support animal.,717,bad,,,,,,
353,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x645 at 0x12BF3D8D0>,"Well, who ever reads the entire lease?",717,finalist,,,,,,
354,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x637 at 0x12BF3D750>,Are my college essays done yet?,558,bad,,,,,,
355,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x637 at 0x12BF3D750>,Honey? The baby's outsmarted me again.,558,winner,"scene: a bedroom description: A man is sitting in a playpen. He's holding some kind of communicator. uncanny: Adults don't use playpens. entities: Infant_bed, Ageing. caption: Honey? The baby's outsmarted me again.",A man is sitting in a playpen. He's holding some kind of communicator.,a bedroom,Adults don't use playpens.,"It's sometimes difficult to get babies to sleep at night --- this parent was trying to make their baby sleep, but somehow, the baby tricked them into putting on the baby's pajamas and made the parent get into the crib, accomplishing the baby's goal of not sleeping. It's funny to think how intelligent the baby would need to be to pull this off. Also, based on the parent's message over the baby monitor to their partner, apparently this isn't the first time this has happened.",['Why is he in there?']
